ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
541,20240403,20240415,20240410,14982,SO55589,28.99
530,20240403,20240415,20240410,14982,SO55589,4.99
530,20240403,20240415,20240410,17702,SO55590,4.99
467,20240403,20240415,20240410,17702,SO55590,24.49
485,20240403,20240415,20240410,12757,SO55591,21.98
222,20240403,20240415,20240410,12757,SO55591,34.99
234,20240403,20240415,20240410,12757,SO55591,49.99
581,20240403,20240415,20240410,23376,SO55592,1700.99
222,20240403,20240415,20240410,23376,SO55592,34.99
593,20240403,20240415,20240410,19129,SO55593,564.99
478,20240403,20240415,20240410,19129,SO55593,9.99
477,20240403,20240415,20240410,19129,SO55593,4.99
467,20240403,20240415,20240410,19129,SO55593,24.49
222,20240403,20240415,20240410,19129,SO55593,34.99
582,20240403,20240415,20240410,16951,SO55594,1700.99
214,20240403,20240415,20240410,16951,SO55594,34.99
594,20240403,20240415,20240410,19121,SO55595,564.99
485,20240403,20240415,20240410,19121,SO55595,21.98
478,20240403,20240415,20240410,19121,SO55595,9.99
477,20240403,20240415,20240410,19121,SO55595,4.99
487,20240403,20240415,20240410,19121,SO55595,54.99
594,20240403,20240415,20240410,19122,SO55596,564.99
478,20240403,20240415,20240410,19122,SO55596,9.99
225,20240403,20240415,20240410,19122,SO55596,8.99
477,20240403,20240415,20240410,19122,SO55596,4.99
363,20240403,20240415,20240410,13284,SO55597,2294.99
487,20240403,20240415,20240410,13284,SO55597,54.99
463,20240403,20240415,20240410,13284,SO55597,24.49
353,20240403,20240415,20240410,12941,SO55598,2319.99
487,20240403,20240415,20240410,12941,SO55598,54.99
353,20240403,20240415,20240410,11040,SO55599,2319.99
485,20240403,20240415,20240410,11040,SO55599,21.98
481,20240403,20240415,20240410,11040,SO55599,8.99
361,20240403,20240415,20240410,13101,SO55600,2294.99
485,20240403,20240415,20240410,13101,SO55600,21.98
217,20240403,20240415,20240410,13101,SO55600,34.99
585,20240403,20240415,20240410,14771,SO55601,742.35
479,20240403,20240415,20240410,14771,SO55601,8.99
477,20240403,20240415,20240410,14771,SO55601,4.99
585,20240403,20240415,20240410,12385,SO55602,742.35
605,20240403,20240415,20240410,27339,SO55603,539.99
477,20240403,20240415,20240410,27339,SO55603,4.99
479,20240403,20240415,20240410,27339,SO55603,8.99
573,20240403,20240415,20240410,29289,SO55604,2384.07
479,20240403,20240415,20240410,29289,SO55604,8.99
477,20240403,20240415,20240410,29289,SO55604,4.99
222,20240403,20240415,20240410,29289,SO55604,34.99
378,20240403,20240415,20240410,19094,SO55605,2443.35
380,20240403,20240415,20240410,17280,SO55606,2443.35
479,20240403,20240415,20240410,17280,SO55606,8.99
477,20240403,20240415,20240410,17280,SO55606,4.99
491,20240403,20240415,20240410,17280,SO55606,53.99
353,20240403,20240415,20240410,11977,SO55607,2319.99
485,20240403,20240415,20240410,11977,SO55607,21.98
481,20240403,20240415,20240410,11977,SO55607,8.99
564,20240403,20240415,20240410,24784,SO55608,2384.07
225,20240403,20240415,20240410,24784,SO55608,8.99
576,20240403,20240415,20240410,24349,SO55609,2384.07
217,20240403,20240415,20240410,24349,SO55609,34.99
388,20240403,20240415,20240410,19745,SO55610,1120.49
491,20240403,20240415,20240410,19745,SO55610,53.99
604,20240403,20240415,20240410,29403,SO55611,539.99
479,20240403,20240415,20240410,29403,SO55611,8.99
477,20240403,20240415,20240410,29403,SO55611,4.99
488,20240403,20240415,20240410,29403,SO55611,53.99
225,20240403,20240415,20240410,29403,SO55611,8.99
605,20240403,20240415,20240410,25760,SO55612,539.99
538,20240403,20240415,20240410,25760,SO55612,21.49
529,20240403,20240415,20240410,25760,SO55612,3.99
480,20240403,20240415,20240410,25760,SO55612,2.29
539,20240404,20240416,20240411,15577,SO55613,24.99
231,20240404,20240416,20240411,15577,SO55613,49.99
225,20240404,20240416,20240411,15577,SO55613,8.99
538,20240404,20240416,20240411,19584,SO55614,21.49
529,20240404,20240416,20240411,19584,SO55614,3.99
480,20240404,20240416,20240411,19584,SO55614,2.29
528,20240404,20240416,20240411,24906,SO55615,4.99
485,20240404,20240416,20240411,24906,SO55615,21.98
222,20240404,20240416,20240411,24906,SO55615,34.99
528,20240404,20240416,20240411,24595,SO55616,4.99
485,20240404,20240416,20240411,24595,SO55616,21.98
222,20240404,20240416,20240411,24595,SO55616,34.99
477,20240404,20240416,20240411,22914,SO55617,4.99
487,20240404,20240416,20240411,22914,SO55617,54.99
530,20240404,20240416,20240411,27970,SO55618,4.99
467,20240404,20240416,20240411,27970,SO55618,24.49
217,20240404,20240416,20240411,27970,SO55618,34.99
476,20240404,20240416,20240411,26668,SO55619,69.99
228,20240404,20240416,20240411,26668,SO55619,49.99
530,20240404,20240416,20240411,28322,SO55620,4.99
467,20240404,20240416,20240411,28322,SO55620,24.49
217,20240404,20240416,20240411,13041,SO55621,34.99
488,20240404,20240416,20240411,13041,SO55621,53.99
491,20240404,20240416,20240411,19580,SO55622,53.99
591,20240404,20240416,20240411,11241,SO55623,564.99
528,20240404,20240416,20240411,11241,SO55623,4.99
535,20240404,20240416,20240411,11241,SO55623,24.99
214,20240404,20240416,20240411,11241,SO55623,34.99
490,20240404,20240416,20240411,11241,SO55623,53.99
467,20240404,20240416,20240411,11241,SO55623,24.49
590,20240404,20240416,20240411,17982,SO55624,769.49
478,20240404,20240416,20240411,17982,SO55624,9.99
477,20240404,20240416,20240411,17982,SO55624,4.99
487,20240404,20240416,20240411,17982,SO55624,54.99
530,20240404,20240416,20240411,11203,SO55625,4.99
480,20240404,20240416,20240411,11203,SO55625,2.29
529,20240404,20240416,20240411,11091,SO55626,3.99
538,20240404,20240416,20240411,11091,SO55626,21.49
480,20240404,20240416,20240411,11091,SO55626,2.29
538,20240404,20240416,20240411,11506,SO55627,21.49
540,20240404,20240416,20240411,24289,SO55628,32.60
528,20240404,20240416,20240411,24927,SO55629,4.99
535,20240404,20240416,20240411,24927,SO55629,24.99
480,20240404,20240416,20240411,24927,SO55629,2.29
486,20240404,20240416,20240411,24927,SO55629,159.00
475,20240404,20240416,20240411,21233,SO55630,69.99
237,20240404,20240416,20240411,21233,SO55630,49.99
477,20240404,20240416,20240411,20505,SO55631,4.99
478,20240404,20240416,20240411,20505,SO55631,9.99
231,20240404,20240416,20240411,20505,SO55631,49.99
476,20240404,20240416,20240411,20129,SO55632,69.99
234,20240404,20240416,20240411,20129,SO55632,49.99
474,20240404,20240416,20240411,15494,SO55633,69.99
228,20240404,20240416,20240411,15494,SO55633,49.99
475,20240404,20240416,20240411,18799,SO55634,69.99
231,20240404,20240416,20240411,18799,SO55634,49.99
528,20240404,20240416,20240411,15883,SO55635,4.99
485,20240404,20240416,20240411,15883,SO55635,21.98
489,20240404,20240416,20240411,15883,SO55635,53.99
225,20240404,20240416,20240411,15883,SO55635,8.99
528,20240404,20240416,20240411,15384,SO55636,4.99
480,20240404,20240416,20240411,15384,SO55636,2.29
528,20240404,20240416,20240411,17342,SO55637,4.99
222,20240404,20240416,20240411,17342,SO55637,34.99
528,20240404,20240416,20240411,23498,SO55638,4.99
528,20240404,20240416,20240411,19645,SO55639,4.99
217,20240404,20240416,20240411,19645,SO55639,34.99
485,20240404,20240416,20240411,15260,SO55640,21.98
478,20240404,20240416,20240411,15260,SO55640,9.99
477,20240404,20240416,20240411,15260,SO55640,4.99
225,20240404,20240416,20240411,15260,SO55640,8.99
535,20240404,20240416,20240411,16396,SO55641,24.99
528,20240404,20240416,20240411,16396,SO55641,4.99
480,20240404,20240416,20240411,16396,SO55641,2.29
528,20240404,20240416,20240411,16459,SO55642,4.99
222,20240404,20240416,20240411,16459,SO55642,34.99
485,20240404,20240416,20240411,21471,SO55643,21.98
478,20240404,20240416,20240411,21471,SO55643,9.99
536,20240404,20240416,20240411,20868,SO55644,29.99
528,20240404,20240416,20240411,20868,SO55644,4.99
480,20240404,20240416,20240411,20868,SO55644,2.29
488,20240404,20240416,20240411,11490,SO55645,53.99
535,20240404,20240416,20240411,17704,SO55646,24.99
528,20240404,20240416,20240411,17704,SO55646,4.99
480,20240404,20240416,20240411,17704,SO55646,2.29
529,20240404,20240416,20240411,19490,SO55647,3.99
237,20240404,20240416,20240411,19490,SO55647,49.99
481,20240404,20240416,20240411,19490,SO55647,8.99
477,20240404,20240416,20240411,24703,SO55648,4.99
536,20240404,20240416,20240411,21739,SO55649,29.99
528,20240404,20240416,20240411,21739,SO55649,4.99
480,20240404,20240416,20240411,21739,SO55649,2.29
541,20240404,20240416,20240411,14184,SO55650,28.99
530,20240404,20240416,20240411,14184,SO55650,4.99
480,20240404,20240416,20240411,14184,SO55650,2.29
541,20240404,20240416,20240411,14423,SO55651,28.99
530,20240404,20240416,20240411,14423,SO55651,4.99
479,20240404,20240416,20240411,14423,SO55651,8.99
477,20240404,20240416,20240411,14423,SO55651,4.99
217,20240404,20240416,20240411,14423,SO55651,34.99
225,20240404,20240416,20240411,14423,SO55651,8.99
530,20240404,20240416,20240411,18149,SO55652,4.99
480,20240404,20240416,20240411,18149,SO55652,2.29
484,20240404,20240416,20240411,18149,SO55652,7.95
530,20240404,20240416,20240411,25142,SO55653,4.99
225,20240404,20240416,20240411,25142,SO55653,8.99
530,20240404,20240416,20240411,17839,SO55654,4.99
530,20240404,20240416,20240411,25476,SO55655,4.99
485,20240404,20240416,20240411,12457,SO55656,21.98
480,20240404,20240416,20240411,12457,SO55656,2.29
485,20240404,20240416,20240411,16948,SO55657,21.98
222,20240404,20240416,20240411,16948,SO55657,34.99
485,20240404,20240416,20240411,12796,SO55658,21.98
237,20240404,20240416,20240411,12796,SO55658,49.99
374,20240404,20240416,20240411,16372,SO55659,2443.35
529,20240404,20240416,20240411,16372,SO55659,3.99
540,20240404,20240416,20240411,16372,SO55659,32.60
480,20240404,20240416,20240411,16372,SO55659,2.29
588,20240404,20240416,20240411,12764,SO55660,769.49
363,20240404,20240416,20240411,12980,SO55661,2294.99
485,20240404,20240416,20240411,12980,SO55661,21.98
491,20240404,20240416,20240411,12980,SO55661,53.99
353,20240404,20240416,20240411,12926,SO55662,2319.99
485,20240404,20240416,20240411,12926,SO55662,21.98
478,20240404,20240416,20240411,12926,SO55662,9.99
579,20240404,20240416,20240411,12289,SO55663,1214.85
477,20240404,20240416,20240411,12289,SO55663,4.99
479,20240404,20240416,20240411,12289,SO55663,8.99
484,20240404,20240416,20240411,12289,SO55663,7.95
589,20240404,20240416,20240411,14303,SO55664,769.49
485,20240404,20240416,20240411,14303,SO55664,21.98
491,20240404,20240416,20240411,14303,SO55664,53.99
605,20240404,20240416,20240411,28215,SO55665,539.99
538,20240404,20240416,20240411,28215,SO55665,21.49
529,20240404,20240416,20240411,28215,SO55665,3.99
465,20240404,20240416,20240411,28215,SO55665,24.49
359,20240404,20240416,20240411,12353,SO55666,2294.99
478,20240404,20240416,20240411,12353,SO55666,9.99
477,20240404,20240416,20240411,12353,SO55666,4.99
361,20240404,20240416,20240411,12680,SO55667,2294.99
537,20240404,20240416,20240411,12680,SO55667,35.00
528,20240404,20240416,20240411,12680,SO55667,4.99
222,20240404,20240416,20240411,12680,SO55667,34.99
361,20240404,20240416,20240411,12347,SO55668,2294.99
485,20240404,20240416,20240411,12347,SO55668,21.98
488,20240404,20240416,20240411,12347,SO55668,53.99
355,20240404,20240416,20240411,12010,SO55669,2319.99
478,20240404,20240416,20240411,12010,SO55669,9.99
477,20240404,20240416,20240411,12010,SO55669,4.99
234,20240404,20240416,20240411,12010,SO55669,49.99
359,20240404,20240416,20240411,11988,SO55670,2294.99
478,20240404,20240416,20240411,11988,SO55670,9.99
477,20240404,20240416,20240411,11988,SO55670,4.99
578,20240404,20240416,20240411,25368,SO55671,1214.85
530,20240404,20240416,20240411,25368,SO55671,4.99
541,20240404,20240416,20240411,25368,SO55671,28.99
214,20240404,20240416,20240411,25368,SO55671,34.99
563,20240404,20240416,20240411,22343,SO55672,2384.07
479,20240404,20240416,20240411,22343,SO55672,8.99
477,20240404,20240416,20240411,22343,SO55672,4.99
465,20240404,20240416,20240411,22343,SO55672,24.49
562,20240404,20240416,20240411,25025,SO55673,2384.07
214,20240404,20240416,20240411,25025,SO55673,34.99
237,20240404,20240416,20240411,25025,SO55673,49.99
573,20240404,20240416,20240411,24988,SO55674,2384.07
214,20240404,20240416,20240411,24988,SO55674,34.99
605,20240404,20240416,20240411,22758,SO55675,539.99
477,20240404,20240416,20240411,22758,SO55675,4.99
479,20240404,20240416,20240411,22758,SO55675,8.99
225,20240404,20240416,20240411,22758,SO55675,8.99
386,20240404,20240416,20240411,18603,SO55676,1120.49
217,20240404,20240416,20240411,18603,SO55676,34.99
234,20240404,20240416,20240411,18603,SO55676,49.99
386,20240404,20240416,20240411,19865,SO55677,1120.49
217,20240404,20240416,20240411,19865,SO55677,34.99
382,20240404,20240416,20240411,19981,SO55678,1120.49
222,20240404,20240416,20240411,19981,SO55678,34.99
388,20240404,20240416,20240411,19998,SO55679,1120.49
217,20240404,20240416,20240411,19998,SO55679,34.99
573,20240404,20240416,20240411,28723,SO55680,2384.07
217,20240404,20240416,20240411,28723,SO55680,34.99
574,20240404,20240416,20240411,12308,SO55681,2384.07
479,20240404,20240416,20240411,12308,SO55681,8.99
477,20240404,20240416,20240411,12308,SO55681,4.99
463,20240404,20240416,20240411,12308,SO55681,24.49
353,20240405,20240417,20240412,11614,SO55682,2319.99
478,20240405,20240417,20240412,11614,SO55682,9.99
477,20240405,20240417,20240412,11614,SO55682,4.99
490,20240405,20240417,20240412,11614,SO55682,53.99
485,20240405,20240417,20240412,17727,SO55683,21.98
528,20240405,20240417,20240412,25136,SO55684,4.99
217,20240405,20240417,20240412,25136,SO55684,34.99
528,20240405,20240417,20240412,12993,SO55685,4.99
214,20240405,20240417,20240412,12993,SO55685,34.99
489,20240405,20240417,20240412,17253,SO55686,53.99
582,20240405,20240417,20240412,17633,SO55687,1700.99
539,20240405,20240417,20240412,17633,SO55687,24.99
529,20240405,20240417,20240412,17633,SO55687,3.99
480,20240405,20240417,20240412,17633,SO55687,2.29
489,20240405,20240417,20240412,28344,SO55688,53.99
480,20240405,20240417,20240412,11532,SO55689,2.29
491,20240405,20240417,20240412,11649,SO55690,53.99
237,20240405,20240417,20240412,11176,SO55691,49.99
539,20240405,20240417,20240412,28809,SO55692,24.99
529,20240405,20240417,20240412,29049,SO55693,3.99
214,20240405,20240417,20240412,29049,SO55693,34.99
234,20240405,20240417,20240412,29049,SO55693,49.99
463,20240405,20240417,20240412,29049,SO55693,24.49
538,20240405,20240417,20240412,11677,SO55694,21.49
535,20240405,20240417,20240412,11276,SO55695,24.99
528,20240405,20240417,20240412,11276,SO55695,4.99
535,20240405,20240417,20240412,25351,SO55696,24.99
463,20240405,20240417,20240412,25351,SO55696,24.49
530,20240405,20240417,20240412,11501,SO55697,4.99
536,20240405,20240417,20240412,23732,SO55698,29.99
528,20240405,20240417,20240412,23732,SO55698,4.99
478,20240405,20240417,20240412,23732,SO55698,9.99
477,20240405,20240417,20240412,23732,SO55698,4.99
463,20240405,20240417,20240412,23732,SO55698,24.49
528,20240405,20240417,20240412,18322,SO55699,4.99
536,20240405,20240417,20240412,18322,SO55699,29.99
485,20240405,20240417,20240412,18322,SO55699,21.98
478,20240405,20240417,20240412,18322,SO55699,9.99
477,20240405,20240417,20240412,18322,SO55699,4.99
463,20240405,20240417,20240412,18322,SO55699,24.49
540,20240405,20240417,20240412,14626,SO55700,32.60
536,20240405,20240417,20240412,22081,SO55701,29.99
536,20240405,20240417,20240412,22244,SO55702,29.99
478,20240405,20240417,20240412,14353,SO55703,9.99
477,20240405,20240417,20240412,14353,SO55703,4.99
477,20240405,20240417,20240412,27100,SO55704,4.99
480,20240405,20240417,20240412,27100,SO55704,2.29
477,20240405,20240417,20240412,17122,SO55705,4.99
489,20240405,20240417,20240412,17122,SO55705,53.99
528,20240405,20240417,20240412,21815,SO55706,4.99
222,20240405,20240417,20240412,21815,SO55706,34.99
465,20240405,20240417,20240412,21815,SO55706,24.49
528,20240405,20240417,20240412,15894,SO55707,4.99
217,20240405,20240417,20240412,15894,SO55707,34.99
237,20240405,20240417,20240412,15894,SO55707,49.99
477,20240405,20240417,20240412,29266,SO55708,4.99
217,20240405,20240417,20240412,29266,SO55708,34.99
528,20240405,20240417,20240412,14511,SO55709,4.99
214,20240405,20240417,20240412,14511,SO55709,34.99
231,20240405,20240417,20240412,14511,SO55709,49.99
528,20240405,20240417,20240412,17556,SO55710,4.99
485,20240405,20240417,20240412,19047,SO55711,21.98
478,20240405,20240417,20240412,19047,SO55711,9.99
477,20240405,20240417,20240412,19047,SO55711,4.99
214,20240405,20240417,20240412,19047,SO55711,34.99
536,20240405,20240417,20240412,21068,SO55712,29.99
528,20240405,20240417,20240412,21068,SO55712,4.99
485,20240405,20240417,20240412,21068,SO55712,21.98
467,20240405,20240417,20240412,21068,SO55712,24.49
529,20240405,20240417,20240412,13694,SO55713,3.99
540,20240405,20240417,20240412,13694,SO55713,32.60
217,20240405,20240417,20240412,13694,SO55713,34.99
538,20240405,20240417,20240412,21088,SO55714,21.49
225,20240405,20240417,20240412,21088,SO55714,8.99
530,20240405,20240417,20240412,25507,SO55715,4.99
528,20240405,20240417,20240412,11936,SO55716,4.99
537,20240405,20240417,20240412,11936,SO55716,35.00
480,20240405,20240417,20240412,11936,SO55716,2.29
537,20240405,20240417,20240412,12410,SO55717,35.00
528,20240405,20240417,20240412,12410,SO55717,4.99
485,20240405,20240417,20240412,18391,SO55718,21.98
478,20240405,20240417,20240412,12865,SO55719,9.99
477,20240405,20240417,20240412,12865,SO55719,4.99
490,20240405,20240417,20240412,12865,SO55719,53.99
225,20240405,20240417,20240412,12865,SO55719,8.99
587,20240405,20240417,20240412,14024,SO55720,769.49
475,20240405,20240417,20240412,14024,SO55720,69.99
491,20240405,20240417,20240412,14024,SO55720,53.99
225,20240405,20240417,20240412,14024,SO55720,8.99
353,20240405,20240417,20240412,13202,SO55721,2319.99
485,20240405,20240417,20240412,13202,SO55721,21.98
214,20240405,20240417,20240412,13202,SO55721,34.99
363,20240405,20240417,20240412,13032,SO55722,2294.99
480,20240405,20240417,20240412,13032,SO55722,2.29
579,20240405,20240417,20240412,29433,SO55723,1214.85
237,20240405,20240417,20240412,29433,SO55723,49.99
463,20240405,20240417,20240412,29433,SO55723,24.49
566,20240405,20240417,20240412,14712,SO55724,742.35
586,20240405,20240417,20240412,11247,SO55725,742.35
222,20240405,20240417,20240412,11247,SO55725,34.99
234,20240405,20240417,20240412,11247,SO55725,49.99
605,20240405,20240417,20240412,20985,SO55726,539.99
604,20240405,20240417,20240412,20992,SO55727,539.99
538,20240405,20240417,20240412,20992,SO55727,21.49
562,20240405,20240417,20240412,24804,SO55728,2384.07
606,20240405,20240417,20240412,21354,SO55729,539.99
222,20240405,20240417,20240412,21354,SO55729,34.99
605,20240405,20240417,20240412,22046,SO55730,539.99
538,20240405,20240417,20240412,22046,SO55730,21.49
480,20240405,20240417,20240412,22046,SO55730,2.29
604,20240405,20240417,20240412,16504,SO55731,539.99
479,20240405,20240417,20240412,16504,SO55731,8.99
477,20240405,20240417,20240412,16504,SO55731,4.99
214,20240405,20240417,20240412,16504,SO55731,34.99
382,20240405,20240417,20240412,19775,SO55732,1120.49
225,20240405,20240417,20240412,19775,SO55732,8.99
490,20240405,20240417,20240412,19775,SO55732,53.99
384,20240405,20240417,20240412,20166,SO55733,1120.49
539,20240405,20240417,20240412,20166,SO55733,24.99
529,20240405,20240417,20240412,20166,SO55733,3.99
217,20240405,20240417,20240412,20166,SO55733,34.99
390,20240405,20240417,20240412,23774,SO55734,1120.49
539,20240405,20240417,20240412,23774,SO55734,24.99
529,20240405,20240417,20240412,23774,SO55734,3.99
214,20240405,20240417,20240412,23774,SO55734,34.99
237,20240405,20240417,20240412,23774,SO55734,49.99
563,20240405,20240417,20240412,25725,SO55735,2384.07
222,20240405,20240417,20240412,25725,SO55735,34.99
390,20240406,20240418,20240413,16520,SO55736,1120.49
539,20240406,20240418,20240413,16520,SO55736,24.99
529,20240406,20240418,20240413,16520,SO55736,3.99
384,20240406,20240418,20240413,24907,SO55737,1120.49
490,20240406,20240418,20240413,24907,SO55737,53.99
225,20240406,20240418,20240413,24907,SO55737,8.99
388,20240406,20240418,20240413,16523,SO55738,1120.49
353,20240406,20240418,20240413,13255,SO55739,2319.99
485,20240406,20240418,20240413,13255,SO55739,21.98
478,20240406,20240418,20240413,13255,SO55739,9.99
477,20240406,20240418,20240413,13255,SO55739,4.99
355,20240406,20240418,20240413,13558,SO55740,2319.99
537,20240406,20240418,20240413,13558,SO55740,35.00
528,20240406,20240418,20240413,13558,SO55740,4.99
485,20240406,20240418,20240413,13558,SO55740,21.98
578,20240406,20240418,20240413,14065,SO55741,1214.85
234,20240406,20240418,20240413,11211,SO55742,49.99
481,20240406,20240418,20240413,11211,SO55742,8.99
222,20240406,20240418,20240413,11203,SO55743,34.99
488,20240406,20240418,20240413,11203,SO55743,53.99
536,20240406,20240418,20240413,16610,SO55744,29.99
528,20240406,20240418,20240413,16610,SO55744,4.99
536,20240406,20240418,20240413,16171,SO55745,29.99
480,20240406,20240418,20240413,16171,SO55745,2.29
537,20240406,20240418,20240413,21990,SO55746,35.00
528,20240406,20240418,20240413,21990,SO55746,4.99
214,20240406,20240418,20240413,21990,SO55746,34.99
463,20240406,20240418,20240413,21990,SO55746,24.49
528,20240406,20240418,20240413,25219,SO55747,4.99
222,20240406,20240418,20240413,25219,SO55747,34.99
528,20240406,20240418,20240413,12372,SO55748,4.99
480,20240406,20240418,20240413,12372,SO55748,2.29
540,20240406,20240418,20240413,15811,SO55749,32.60
529,20240406,20240418,20240413,15811,SO55749,3.99
480,20240406,20240418,20240413,15811,SO55749,2.29
222,20240406,20240418,20240413,18192,SO55750,34.99
480,20240406,20240418,20240413,15639,SO55751,2.29
487,20240406,20240418,20240413,13121,SO55752,54.99
489,20240406,20240418,20240413,18719,SO55753,53.99
582,20240406,20240418,20240413,23939,SO55754,1700.99
479,20240406,20240418,20240413,23939,SO55754,8.99
529,20240406,20240418,20240413,11632,SO55755,3.99
538,20240406,20240418,20240413,11632,SO55755,21.49
214,20240406,20240418,20240413,11632,SO55755,34.99
463,20240406,20240418,20240413,11632,SO55755,24.49
535,20240406,20240418,20240413,11287,SO55756,24.99
528,20240406,20240418,20240413,22727,SO55757,4.99
536,20240406,20240418,20240413,22727,SO55757,29.99
536,20240406,20240418,20240413,22729,SO55758,29.99
528,20240406,20240418,20240413,22729,SO55758,4.99
217,20240406,20240418,20240413,22729,SO55758,34.99
536,20240406,20240418,20240413,11661,SO55759,29.99
528,20240406,20240418,20240413,11661,SO55759,4.99
214,20240406,20240418,20240413,11661,SO55759,34.99
536,20240406,20240418,20240413,22077,SO55760,29.99
536,20240406,20240418,20240413,24223,SO55761,29.99
480,20240406,20240418,20240413,24223,SO55761,2.29
478,20240406,20240418,20240413,21780,SO55762,9.99
477,20240406,20240418,20240413,21780,SO55762,4.99
487,20240406,20240418,20240413,21780,SO55762,54.99
484,20240406,20240418,20240413,21780,SO55762,7.95
477,20240406,20240418,20240413,23007,SO55763,4.99
478,20240406,20240418,20240413,23007,SO55763,9.99
476,20240406,20240418,20240413,15879,SO55764,69.99
476,20240406,20240418,20240413,19135,SO55765,69.99
477,20240406,20240418,20240413,16884,SO55766,4.99
222,20240406,20240418,20240413,16884,SO55766,34.99
528,20240406,20240418,20240413,15368,SO55767,4.99
480,20240406,20240418,20240413,15368,SO55767,2.29
485,20240406,20240418,20240413,14445,SO55768,21.98
478,20240406,20240418,20240413,14445,SO55768,9.99
477,20240406,20240418,20240413,14445,SO55768,4.99
473,20240406,20240418,20240413,14445,SO55768,63.50
485,20240406,20240418,20240413,14243,SO55769,21.98
231,20240406,20240418,20240413,14243,SO55769,49.99
528,20240406,20240418,20240413,15273,SO55770,4.99
222,20240406,20240418,20240413,15273,SO55770,34.99
471,20240406,20240418,20240413,15273,SO55770,63.50
485,20240406,20240418,20240413,18407,SO55771,21.98
481,20240406,20240418,20240413,18407,SO55771,8.99
528,20240406,20240418,20240413,19926,SO55772,4.99
222,20240406,20240418,20240413,19926,SO55772,34.99
540,20240406,20240418,20240413,14422,SO55773,32.60
529,20240406,20240418,20240413,14422,SO55773,3.99
480,20240406,20240418,20240413,14422,SO55773,2.29
485,20240406,20240418,20240413,14943,SO55774,21.98
478,20240406,20240418,20240413,14943,SO55774,9.99
477,20240406,20240418,20240413,14943,SO55774,4.99
473,20240406,20240418,20240413,18014,SO55775,63.50
536,20240406,20240418,20240413,18014,SO55775,29.99
225,20240406,20240418,20240413,21843,SO55776,8.99
477,20240406,20240418,20240413,21843,SO55776,4.99
477,20240406,20240418,20240413,24035,SO55777,4.99
482,20240406,20240418,20240413,24035,SO55777,8.99
529,20240406,20240418,20240413,22804,SO55778,3.99
228,20240406,20240418,20240413,22804,SO55778,49.99
529,20240406,20240418,20240413,25524,SO55779,3.99
538,20240406,20240418,20240413,25524,SO55779,21.49
530,20240406,20240418,20240413,12603,SO55780,4.99
541,20240406,20240418,20240413,12603,SO55780,28.99
467,20240406,20240418,20240413,12603,SO55780,24.49
234,20240406,20240418,20240413,12603,SO55780,49.99
530,20240406,20240418,20240413,25299,SO55781,4.99
528,20240406,20240418,20240413,11499,SO55782,4.99
537,20240406,20240418,20240413,11499,SO55782,35.00
485,20240406,20240418,20240413,11499,SO55782,21.98
484,20240406,20240418,20240413,11499,SO55782,7.95
485,20240406,20240418,20240413,16643,SO55783,21.98
222,20240406,20240418,20240413,16643,SO55783,34.99
485,20240406,20240418,20240413,16506,SO55784,21.98
482,20240406,20240418,20240413,16506,SO55784,8.99
485,20240406,20240418,20240413,15863,SO55785,21.98
487,20240406,20240418,20240413,15863,SO55785,54.99
463,20240406,20240418,20240413,15863,SO55785,24.49
528,20240406,20240418,20240413,12960,SO55786,4.99
537,20240406,20240418,20240413,12960,SO55786,35.00
480,20240406,20240418,20240413,12960,SO55786,2.29
478,20240406,20240418,20240413,12722,SO55787,9.99
477,20240406,20240418,20240413,12722,SO55787,4.99
467,20240406,20240418,20240413,12722,SO55787,24.49
485,20240406,20240418,20240413,17119,SO55788,21.98
597,20240406,20240418,20240413,13069,SO55789,539.99
478,20240406,20240418,20240413,13069,SO55789,9.99
594,20240406,20240418,20240413,19111,SO55790,564.99
535,20240406,20240418,20240413,19111,SO55790,24.99
528,20240406,20240418,20240413,19111,SO55790,4.99
478,20240406,20240418,20240413,19111,SO55790,9.99
477,20240406,20240418,20240413,19111,SO55790,4.99
595,20240406,20240418,20240413,13068,SO55791,564.99
477,20240406,20240418,20240413,13068,SO55791,4.99
478,20240406,20240418,20240413,13068,SO55791,9.99
489,20240406,20240418,20240413,13068,SO55791,53.99
587,20240406,20240418,20240413,13993,SO55792,769.49
214,20240406,20240418,20240413,13993,SO55792,34.99
588,20240406,20240418,20240413,14080,SO55793,769.49
476,20240406,20240418,20240413,14080,SO55793,69.99
225,20240406,20240418,20240413,14080,SO55793,8.99
359,20240406,20240418,20240413,13203,SO55794,2294.99
478,20240406,20240418,20240413,13203,SO55794,9.99
477,20240406,20240418,20240413,13203,SO55794,4.99
357,20240406,20240418,20240413,12438,SO55795,2319.99
588,20240406,20240418,20240413,16707,SO55796,769.49
536,20240406,20240418,20240413,16707,SO55796,29.99
587,20240406,20240418,20240413,14304,SO55797,769.49
606,20240406,20240418,20240413,20997,SO55798,539.99
477,20240406,20240418,20240413,20997,SO55798,4.99
479,20240406,20240418,20240413,20997,SO55798,8.99
225,20240406,20240418,20240413,20997,SO55798,8.99
573,20240406,20240418,20240413,29195,SO55799,2384.07
217,20240406,20240418,20240413,29195,SO55799,34.99
376,20240406,20240418,20240413,19559,SO55800,2443.35
